index,attraction,location,blurb,url,description
10,Cemitério de Navios (The Ship Cemetery),"Panguila, Angola",Abandoned ships along a deserted beach feel like the set of a post-apocalyptic thriller.,https://www.atlasobscura.com/places/cemiterio-de-navios-the-ship-cemetery,"About a 30-minute drive north of Luanda, Angola, is an otherworldly sight: A barren beach with as many as 50 rusting ships on or near the shore. It’s like being on the set of a post-apocalyptic Hollywood thriller. Some of the ships are close enough that you can wade out to them at low tide, while others are further out with not much more than a rusting bridge or masthead above the surface of the ocean. The spot is officially known as SãoTiago Beach, near the town of Santiago. But the locals call it cemitério de navios, or the ship cemetery. A few like to call it “Marx Beach,” after the Karl Marx, one of the largest ships there. There are a number of stories as to the background of the ship cemetery at São Tiago Beach. Some say that prior to the construction of the Port of Luanda, Santiago Beach was the spot where ocean-going freighters would offload cargo bound for the country’s capital. According to this narrative, the spot was not ideal and many ships blew or were washed aground during storms or heavy seas. When the Port of Luanda was opened after the end of the Angolan Civil War in 2002, the ships that had run aground were simply abandoned. Others say that the spot has been a designated ship cemetery since the 1960s. Damaged or derelict vessels were towed to what was, at the time,  an uninhabited stretch of beach and left to rust away. According to the locals, some of the ships at SãoTiago Beach were damaged or destroyed during the war. In any case, the ships at São Tiago Beach were put or left there intentionally, which makes the place a true ship cemetery despite the varied accounts of its origins. Reaching this spot typically requires access to a vehicle and the help of a local who knows the area, as it is not a well-known attraction at this time. Sao Tiago Beach is located near the town of São Tiago, about a 30-minute drive north of Luanda. As you cross the border from Luanda into Bengo Province, there are a number of turn-offs to the left just south of town, nearly all of which will eventually lead to the beach.  At this time there are no tourist services or infrastructure in the area. You should bring whatever you’ll want to eat or drink as there is nothing available on-site. There are reports of some tourists being robbed at São Tiago Beach, and it is not advisable to go there alone or after dark. The most common point of access to the beach is here. Park near the nondescript concrete structure just above the high-tide line. The ships are directly in front and scattered along the coast in either direction. The site is quite expansive, stretching more than 2 km along the beach, so plan on at least an hour or two to see all of it."
11,The Iron Palace,"Luanda, Angola",Did Gustav Eiffel design this enigmatic metal building?,https://www.atlasobscura.com/places/the-iron-palace-luanda-angola,"You might not know it from the outside, what with the loud, yellow paint job, but Angola’s Palácio de Ferro (Iron Palace) is made almost entirely of iron, and if the rumor is to be believed, it was the work of Gustav Eiffel. The true origin of the two-story building now known as the Iron Palace may be lost to time, but its arrival in Angola seems to have been just plain bad luck. Built some time in the late 1800s, the metal edifice is thought to have shown up on the Skeleton Coast after the ship carrying its prebuilt parts drifted off course and was claimed by Portuguese authorities. While there is no official record, it is believed that the building had been designed and built in Paris by the same man who created the Eiffel Tower. At first the building was used as a cultural center, but eventually it was abandoned and began to rust away in the humid air. For decades, the palace was neglected and began to deteriorate. However the building was revamped and repaired in the 2010s with the help of a diamond company as well as municipal funds, reopening its doors to visitors in 2016. But the work isn’t done yet, as no one has yet decided how the building is to be used. The two options on the table now are for the building to be used as a diamond museum or as a huge restaurant. Either way, we might never truly know whether we have Gustav Eiffel to thank."
12,War Remnants of 'Operation Protea',"Xangongo, Angola",The abandoned tanks along this highway are all that remain of a deadly conflict.,https://www.atlasobscura.com/places/war-remnants-of-operation-protea,"In the early 1980s, Xangongo was home to a complex of supply bases and training facilities under the South West Africa People’s Organization (SWAPO). In late August through early September of 1981, the entire area came under intense attack by the South African Defense Force (SADF) in what was known as “Operation Protea.” It was a dramatic battle of the Angolan Civil War and the South African Border War. The Angolan conflict officially ended in 2002, and in the intervening years most of the war remnants across the country were removed, and in some cases replaced with monuments. Cunene Province and Xangongo in particular, are the exceptions. Throughout Cunene are the remains of military vehicles destroyed or disabled during the war. Locals who have lived in the area since the 1980s, and veterans of that period of the Angolan war confirm that the tank and convoy remains in Cunene are, in fact, from Operation Protea. There is a small, nondescript monument to the lives lost in the conflict near the center of Mongua, a tiny town roughly midway between Onjiva and Xangongo. These days, most of what’s left are simply rusted out hulks along the roads of Cunene. They slowly sink beneath the windblown sand as silent, brooding testimonies to the battles that once raged around them. Some sites are eerily abandoned, with no signs that anyone has been there in ages. While you can find abandoned war vehicles throughout Cunene, most are concentrated along the main road between Onjiva and Xangongo. There are also several fairly intact tanks on the roads between Onjiva, Namacunde, and Nehone.  To get there: The provincial capital of Cunene, Onjiva, is the best starting point. There are direct flights from Luanda a few times per week, or it's a short drive in from the border of Namibia. From Onjiva, take the road to Xangongo. You'll start to see rusted remains, intermittently on either side of the road shortly after you pass the Onjiva airport just before the town of Xangongo. If you have time, check out some of the other roads around Onjiva as well for less visited sites. Safety: Most of Cunene was declared clear of landmines and ""explosive remnants of war"" (EWR) in the late 1990s. However, you should be very careful when visiting war remains in what were once obvious battlefields. Stay on obvious paths and roads, follow the advice of any locals, and of course never touch or pick up anything that might be live ammunition, bombs, or mines."
13,Miradouro da Lua (Viewpoint of the Moon),"Belas, Angola",This striking otherworldly landscape outside Angola's capital city is the product of millions of years of erosion.,https://www.atlasobscura.com/places/miradouro-da-lua-viewpoint-of-the-moon,"About 25 miles outside Angola’s capital city of Luanda lies an otherworldly landscape. Erosion from wind and rain over thousands of years has carved canyons and ridges out of weathered rock just footsteps off the main road. Miradouro da Lua, Portuguese for “Viewpoint of the Moon,” shows off different colored strata of rock that wrap around an expansive panorama. From the cliffside, you can see the unusual rock formations that diminish in size as they stretch to the sea. This is known as a karst landscape, which forms from slowly dissolved limestone and other semi-soluble rocks. The actual topography spans a few miles, following the same cliffs that separate the main road from the beach, but Miradouro da Lua is the best location to see the full splendor of the moon-like landscape. The sharp ravines and striking geography are best viewed at sunset, when the fading sunlight paints them a bright, gleaming red. Miradouro da Lua’s beauty was further immortalized in the final scene of a 1993 film of the same name that examines the relationship between Angola and its Portuguese colonizers through the story of one family.  You can reach Miradouro da Lua by following the Nacional Highway 100 about 25 miles on the way to or out of Luanda. Although you can opt to join an official tour, renting a car and driving on your own is just as simple, and much less expensive. There are a few restaurants by the beachside that you can drive down the cliffs to access, but the actual viewing site is right off the main road. Be sure to use GPS, since the sideroad has few sign markings and the entrance is easy to miss. Visitors are advised to watch their step when parking and photographing, as erosion has weakened the cliffside."
14,Ilha dos Tigres,Angola,"In 1962, the ocean severed this peninsula—and the village that sat on it—from the Angolan mainland.",https://www.atlasobscura.com/places/ilha-dos-tigres,"Along the isolated coastline of the Namib Desert stands Ilha dos Tigres. Once home to a prosperous fishing village, housing a school, hospital, airstrip, and chapel, the island is now nothing but skeletal ruins jutting out of the sand. It was established in the 1860s by fishermen from Portugal. The settlement lasted for almost a century, with its final inhabitants relocating in the 1970s. Ilha dos Tigres sits upon is a strange piece of land. Over the years its shape and the tidal currents have caused it to become linked to the mainland, then back into an island periodically. It has been in its current island state since the 1960s, when a large storm came through the area, also destroying the pipe that supplied the village with drinking water. The civil war caused its eventual complete abandonment. Currently, the ruins of the village still stand, isolated and largely ignored, as they are incredibly difficult to access."
15,Ganvie Lake Village,"Cotonou, Benin",Africa's Venice on stilts.,https://www.atlasobscura.com/places/gavie-benin,"In colonial Brazil, runaway slaves and free natives formed communities deep within the Amazon as a means of escaping the brutality of Portuguese slavery. A combination of dense vegetation, waterways, and perilous wildlife and disease separated these societies from the slave traders who pursued them. A small group of people outside of what is now Cotonou, Benin, took advantage of a different set of circumstances to evade capture by the Portuguese. At the time, the powerful West-African Fon tribe was hunting and selling other native tribesman to the Portuguese. While there were few physical impediments protecting the ancestors of today’s Ganvie village from outside attack, Fon religious practice forbade their raiders from advancing on any peoples dwelling on water, laying the groundwork for the Ganvie Lake Village. Ganvie is a village of roughly 20,000 people that stands on stilts in the middle of Lake Nokoue. The founders of the village fled there to avoid Fon warriors, and in the roughly 500 years that have passed since, Ganvie has developed an intricate and prosperous culture within the constraints of life on the lake. A school is the only one of Ganvie’s 3,000 buildings that exists on land, although a cemetery mound is currently under construction. The villagers of Ganvie travel almost exclusively by boat, and the few domesticated land-animals they maintain live on plots of grass that spring up from the water. Without a good supply of domesticated animals, Ganvie relies on a complicated network of underwater fencing to corral and farm various fish populations. The village sits several miles from the nearest shoreline and is about a 4 hour journey from the capital. Ganvie is Africa’s largest lake village. The easiest way to get to Ganvie is to take a boat from the Hotel du Lac in Cotonou. It makes the trip in about 50', what would allow one to full make a visit in about 1/2 day."
16,La Porte du Non-Retour (The Door of No Return),"Ouidah, Benin",A monument to the more than one million enslaved Africans deported from the port of Ouidah.,https://www.atlasobscura.com/places/door-of-no-return,"Over the course of two centuries, more than one million enslaved Africans were deported from the town of Ouidah on the coast of Benin. They were marched in chains from the town’s slave market to the nearby port, where they would board ships to unknown destinations, the majority of them never to return.  They were often blindfolded, and marched in circles around the few trees or few obstacles along the way, to make them forget where they came from, surely physically so they wouldn’t try to escape, as well as symbolically.  Today, a memorial arch, known as La Porte du Non-Retour (The Door of No Return), stands on the beach, a monument to the horrors of slavery. The massive slave trade in Benin was a cooperative effort between African rulers and private merchants. From the 1580s to the 1720s, the coastal Kingdom of Whydah exported around 1,000 slaves a month, many of them taken captive during tribal wars in the interior. These enslaved men were then taken to Ouidah, where they were sold to European and Arab merchants. This practice continued with the Kingdom of Dahomey, which conquered Ouidah in 1727, up until the end of the slave trade in the 1860s. From the slave market in Ouidah, the enslaved Africans had to walk a few miles to the coastline, where ships waited to take them away, to Jamaica or Brazil or some other unknown destination.  Small rowboats would take them out to the larger ships, and some would jump overboard in the rough water rather than face the uncertainty of the voyage or the life ahead.  For most, the beach at Ouidah was the last sight of Africa they would ever see. In the early 1990s, the Beninese government, with help from UNESCO, began a project to commemorate the victims of the slave trade. The Slave Route Project, as it was known, led to the creation of a series of statues, monuments, and installations beginning in the town and continuing along the dirt road to the beach—the final journey for so many enslaved Africans before they were deported. The largest and most impactful memorial stands at the end of the Slave Route. This is the Door of No Return, a memorial arch, or gateway, built in 1995. Both sides of the arch are covered in images of enslaved men and women. The main mural on the inland-facing side depicts enchained men walking toward the sea, a ship waiting for them in the distance. On the sea-facing side, the mural shows them walking away from their homeland, a single tree in the distance representing the land that most of them would never see again. Bronze sculptures stand at either side of the arch. Some represent the enslaved Africans: oxidized bronze figures in chains, staring out at the sea. And nearby stands a cement Egungun, a traditional masked figure that recalls departed ancestors. It’s a powerful collection if images, and—at least in some way—expresses the final thoughts of the enslaved men and women as their feet sunk into the sands of coastal Ouidah, and of Africa, for the very last time.  The Door of No Return is located on the beach about three miles south of Ouidah. The Slave Route runs from the town to the Door of No Return, with various statues and monuments—some now faded or damaged—along the route. Ouidah is a city on the coast of the Republic of Benin, about 45 miles west of the capital Porto-Novo."
17,The Temple of Pythons,"Ouidah, Benin",Dozens of snakes are housed and worshipped within the walls of this Vodun temple.,https://www.atlasobscura.com/places/the-temple-of-pythons-ouidah-benin,"A snarl of snakes forms a knot in the corner of a nondescript indoor pit. Other serpents slither around them. Though it’s an intimidating sight, in this African temple the powerful pythons aren’t feared but instead revered and worshipped. The Temple of Pythons is a site of historical and modern symbolism and spiritual practice in Ouidah, Benin. The snakes are a major totem for followers of Vodun, a religion practiced by groups of people within West and Central African nations such as Ghana, Togo, and Benin. Vodun became somewhat widespread in southern regions of the New World as a result of the African diaspora. It became the inspiration for other religions such as Louisiana Voodoo and Haitian Vodou. Snakes are important religious symbols and are highly respected. According to the theology, a rainbow serpent named Dan is an important deity that serves as a middleman between the living and the spirits. The serpents play a large role in the spirituality of Ouidah. According to local legend, the king of Ouidah took refuge in a forest from those seeking to kill him during a war in the 1700s. When he was in hiding, pythons emerged from the forest and prevented him from being captured. To commemorate their role in his protection, he ordered the creation of three monuments. Ouidah’s Temple of Pythons is a concrete building topped with a clay roof. Inside, there’s a pit filled with dozens of snakes from a species known as the Royal python (notable for their docility) either slinking around or tangled together. It is reported that approximately sixty pythons make this temple their home. The snakes aren’t fed, though they are let out about once a week to prey upon chickens and mice. They occasionally make their way into local homes, where they’re treated as ordinary guests before being returned to the temple. The snakes are harmless and visitors are permitted to hold them. For an extra fee, people can even take photographs with the slithering star attractions."
18,Agongointo-Zoungoudo Archaeological Park,"Bohicon, Benin",This subterranean town of over 50 dwellings lies thirty feet beneath the Earth's surface.,https://www.atlasobscura.com/places/agongointo-zoungoudo-archaeological-park,"Just outside of Abomey, a subterranean town of over fifty dwellings lies thirty feet beneath the ground. Known as the Agongointo-Zoungoudo Underground Town, the series of rooms and passageways was rediscovered in 1998 during a construction project in Bohicon, when an unsuspecting bulldozer toppled into one of the caverns. The sprawling subterranean town is believed to date back to the late-16th or early-17th century during the reign of King Dakodonou, the second king of Dahomey. Agongointo-Zoungoudo consists of over 17 acres of underground homes—each segmented into living rooms, bedrooms, and kitchens—likely erected to shelter warriors. Some of the underground dwellings contain multiple levels, and several appear to have been connected to a well. The underground town was designated a tentative UNESCO World Heritage site just four months after its discovery, and Bohicon authorities quickly worked to transform the site into an archaeological park open to the public. In addition to the underground town, you can check out the site’s butterfly garden, exhibition hall, and spots of local Vodun belief, such as a baobab tree wrapped in strangler fig and Dan fetishes.  The archaeological site is open each day from 9 a.m. to 5 p.m., and the entrance fee is 2,000 CFA for foreigners. Please note that wearing red is prohibited."
19,Gcwihaba Caverns,Botswana,Wondrous stalactites house thousands of bats in these African caves.,https://www.atlasobscura.com/places/gcwihaba-caverns,"Far off the beaten path, accessible only 4x4 in fact, are Botswana’s Gcwihaba Caverns, a fantastical series of caverns filled with stalactites, stalagmites, and bats. Thousands of bats. Once a potential explorer reaches the isolated Gcwihaba Caverns, it is not a challenging descent in terms of spelunking, but it has unique challenges of its own.  Even the Botswana tourism website warns to be prepared for a storm of flying mammals if you make too much noise. The main chamber of the dolomite caves, named Drotsky’s Cavern after the the first European to be shown the cave in 1934, is a massive clearing in the stone in which bats hang from all the walls. The cave systems are home to at least three distinct species of bat, all of which are harmless, but all of which inhabit the caves in force. Archeological artifacts have also been found in and around the caves, suggesting that they were once used as shelter for prehistoric man."
