index,attraction,location,blurb,url,description
10,The Arctic Henge,"Raufarhöfn, Iceland",This modern monument to pagan belief looks like it was transported straight from ancient times.,https://www.atlasobscura.com/places/the-arctic-henge-raufarhofn-iceland,"Located in one of Iceland’s most remote northern villages, the Arctic Henge is a colossal piece of stone construction that evokes neolithic monuments throughout the world. Started in 1996, the Arctic Henge project is a monument not only to the country’s Nordic roots, but also to some of the neo-pagan beliefs that have arisen in certain areas. The piece was inspired directly from the Eddic poem Völuspá (Prophecy of the Seeress), taking from it the concept of 72 dwarves who represent the seasons in the world of the poem, among other symbolic queues. In the Arctic Henge, 72 small blocks, each inscribed with a specific dwarven name will eventually circle four larger stone monuments, which in turn will surround a central balanced column of massive basalt blocks. Each aspect of the deliberate layout corresponds to some aspect of ancient Norse belief and when each piece of the monument is installed, visitors will be able to “capture the midnight sun” by viewing it through the various formations at different vantage points depending on the season. As of September 2021, the monument is still a work in progress. When it is complete, the Arctic Henge could easily become the premier site for Paganism in the entire world, and millennia from now it might seem as mysterious as Stonehenge seems to us today."
11,Dettifoss,Iceland,The most powerful waterfall in all of Europe.,https://www.atlasobscura.com/places/dettifoss,"In Iceland’s Vatnajökull National Park, the waters of the mighty Dettifoss are ever-crashing. The waters of the falls comes from the nearby Vatnajökull glacier, whose sediment-rich runoff colors the water a greyish white. The superlative of “most powerful” comes from its water flow coupled with its height. The falls, fed by the wide River Jökulsá, fall a total of about 150 feet, causing a massive, crashing spray. This can make getting close to the falls difficult. The pathways surrounding are frequently slippery, and authorities warn visitors to maintain a safe distance due to frequent accidents on the paths. This doesn’t stop visitors though. Dettifoss is the Niagara of Iceland and draws thousands of sightseers. The best view is by reaching the waterfall from the east. Bring rain gear if you want to get close!"
12,Thrihnukagigur Volcano,Iceland,Climb right into the heart of this colorful Iceland volcano.,https://www.atlasobscura.com/places/thrihnukagigur-volcano,"Volcanos are usually things to be admired from a safe distance, but inside of most everyone is an excitable inner voice that really just wants to climb into that caldera and see what its like inside. Iceland’s Thrihnukagigur Volcano actually lets adventurous spelunkers live out that adolescent dream. Last erupting over 4,000 years ago the three calderas of Thrihnukagigur Volcano have lain dormant for so long that one of them is even safe to climb into. Unlike most dormant volcanos which simply cool with their previously roiling ocean of magma in place, creating one solid plug, the fathoms of magma that once boiled inside of one of Thrihnukagigur’s peaks seem to have simply sunk back down into the earth, leaving a massive, stunning cavern. Hiking out almost an hour into the Icelandic highlands, visitors can now approach the open summit and descend hundreds of feet into the main magma chamber via a cable lift. The main chamber is so large that according to the website, it could house the Statue of Liberty in its entirety. The craggy walls of the cavern are not the jet black obsidian that one might expect either, but instead they are covered in a gleaming pearlescent rainbow of colors that almost make the cave look as though it is made purely of gems. Each excursion into the volcano’s depths lasts around an hour or two, making the experience a bit truncated considering how incredible a feat it is to literally lower one’s self into a what was once one of the most impossible locations on Earth."
13,Icelandic Phallological Museum,"Reykjavik, Iceland",An encyclopedic collection of mammal penises.,https://www.atlasobscura.com/places/icelandic-phallological-museum,"Housing the worldʹs largest collection of penises, more than 320 penises from 115 species of mammal, the Icelandic Phallological Museum offers visitors a unique experience. It´s a family-friendly museum that has grown steadily and as of 2020 the presentation has been improved immensely. And now with a phallic themed bistro, they offer exclusive craft beers and dishes.  The museum is now located at Hafnartorg, but the entrance is on the corner of Geirsgata and Reykjastraeti."
14,Reykjadalur,"Hveragerði, Iceland","Iceland's ""Smoky Valley"" is a beautiful river that is shrouded in a constant cover of steam clouds.",https://www.atlasobscura.com/places/reykjadalur,"Located within the vicinity of the quaint town of Hveragerði, just 45 kilometers away from Iceland’s capital, Reykjavik, this smoke-shrouded, hidden valley is a part of one of the largest geothermal areas in the country. A popular local hiking trail leads into the valley after about an hour’s trek, which is eventually dominated by a gorgeous geothermal river. The river bank is reminiscent of a muddy expressionist painting due to the natural composition of the waters. Near boiling waters from a natural hot spring mix with cold river waters in the valley, creating hot baths that visitors can relax in. Many locals and visitors actually come here to bathe in the warm river but keep in mind there are no bathroom facilities so you’ll have to strip in the cool Icelandic air. Also, pay heed to the signs warning “Hætta!” (this means “Danger!” in Icelandic). Along the gravel path leading into the valley, not only will you see beautiful sights of waterfalls, but you’ll also find hot, bubbling (and yet beautiful) mud pools that reach temperatures of 100ºC. The steam rising from these pools pours over the hiking trail like a warm sulfur-smelling fog. Signs remind hikers to stay on the trail because flowing under the ground is hot, molten lava and you never know when a hot spring might erupt in your face. The town of Hveragerði is actually powered in part by the same geothermal energy that makes Reykjadalur such a haunting location. You can park your car in the parking lot right outside the northern part of the town, Hveragerði, where you can then take a path into the valley."
15,Godafoss,Iceland,This elegant arc of a waterfall marks a religious turning point.,https://www.atlasobscura.com/places/godafoss,"The story of the Goðafoss (Waterfall of the Gods) is that of Iceland’s remarkably democratic conversion to Christianity in the year 1000. The question before the Althing parliamentary assembly in that year was whether Iceland should embrace Christianity, or continue in “the old custom.” The assembled lawmakers were bitterly divided. According to the Íslendingabók, a civil war was narrowly avoided through the leadership of a man named Þorgeir Ljósvetningagoði. After a day and a night of meditation, Ljósvetningagoði, who was himself a pagan priest, decided in favor of Christianity. The compromise brokered by the Althing left pagans able to practice in private, even though Christianity became Iceland’s official religion. Following his monumental decision, Ljósvetningagoði formally converted to Christianity. To demonstrate his new faith, he threw idols of the old Norse gods into this waterfall, giving it its name. A thousand years later, a church named after Ljósvetningagoði was built nearby, complete with a stained glass window depicting his dramatic effigy disposal. Today, Godafoss remains one of the largest and most beautiful waterfalls in Iceland, running through Bárðardalur and Kinn in the country’s northeastern corner. At 30 meters wide and curving gently along a semicircular rim, it falls 12 meters into a frothing pool - a sight for the gods in more ways than one."
16,The Long Room Library at Trinity College,"Dublin, Ireland",The gorgeous library at Trinity College is home to remarkable treasures of Irish identity.,https://www.atlasobscura.com/places/the-long-room-library-dublin-ireland,"Built between 1712 and 1732, the Long Room at Trinity College’s Old Library holds the collection’s 200,000 oldest books. The distinctive and beautiful barrel ceiling was added in 1860 to allow space for more works when the existing shelves became full. Marble busts of famous philosophers and writers line the central walkway of the nearly 200-foot-long room, created by sculptor Peter Schemakers beginning in 1743. The enormous collection housed in the long room includes a rare copy of the 1916 Proclamation of the Irish Republic and the 15th-century wooden harp in the library which is the model for the emblem of Ireland. By far its most famous holding, however, is an extraordinary illuminated manuscript known as the Book of Kells. Decorated with lavish Celtic and Christian iconography, its distinctive designs have become firmly rooted in Irish identity. Thought to have been created around 800 AD by Christian monks on the Isle of Iona in Scotland, it is composed of the four gospels, hand-transcribed on vellum in a script style known as “insular majuscule” or “insular script” which flourished in Ireland and Scotland between 600 and 850. It is named for the monastery at Kells, County Meath where the monks took refuge after a Viking raid and which became the manuscript’s home for centuries. The Book of Kells came to Trinity College in Dublin in 1661, for safekeeping after the Cromwellian raids on religious institutions. It has been on display since the 19th century."
17,St. Michan's Mummies,"Dublin, Ireland",An Irish church where an 800-year-old mummy is reaching out of his coffin as if to shake hands.,https://www.atlasobscura.com/places/st-michans-church,"Down a set of dimly lit narrow stone steps, in a vault underneath the church, lay dozens of coffins, and one mummy ready to shake your hand. The mummies in the basement of St. Michan’s church in Dublin, Ireland, are really only available for viewing because of a loophole in the rules of the church. St. Michan Church has an interesting history even without the mummies. The foundation of the church was built in 1095 to serve the ostracized Vikings, who were still in Ireland after the rest had been killed or kicked out by Wolf the Quarrelsome and other Irish forces in 1014. The church was rebuilt in 1686, and a large pipe organ was installed in 1724, on which Handel is said to have first played the Messiah. But all along, as the church changed, the crypt stayed the same: slowly mummifying all that lay within it. There are a number of theories as to why the corpses in the basement have been preserved over time. One is that the basement contains limestone, making the basement particularly dry and therefore good for mummification. Another is that the church was built on former swamp land, and that methane gas is acting as a kind of preservative of the bodies. Other theories involve the presence of oak wood in the soil, or the building materials used in the church. Regardless of the reason, whatever is preserving the mummies is also disintegrating their coffins. After a certain amount of time, the wood falls away and a well-preserved mummy comes tumbling out. This is where the loophole comes in, for though it would be inappropriate for the Church to break open caskets looking for mummies, when the mummies reveal themselves, so be it. The mummies have indeed revealed themselves. While there are caskets strewn about and in small nooks in the wall—some coffins are falling apart enough to reveal an arm or leg—the most visible mummies are “the big four,” four mummified corpses which have no lids on their coffins and are displayed together. On the right is, a woman, simply called “the unknown,” and well, there isn’t much more to say about her. The middle one is known as “the thief” and is missing parts of both feet and a hand, some say the hand was cut off as punishment. It is believed the “thief” later converted and became a priest or respected man, which is why he is buried in the church. (Or possibly, he was never a thief at all and lost the hand in some other way…) Next to him on the left lies a small woman, thought to have been, and known as, “the nun.” But the true star here is the coffin set apart from the others and belonging to an 800-year-old mummy called “the crusader.” Though it may be apocryphal, it is believed that he was a soldier who either died in the crusades or returned and died shortly thereafter. (This assumes that these were the fourth crusades, the only ones that match with a date of 800 years old. Curiously, the fourth crusades turned into a kind of piratical free for all, ending in the sacking of Constantinople, without the permission of the church. The Crusader was quite tall for the time, six and a half feet tall, a giant back then, and his legs have been broken and folded up under him to fit him into his small coffin. His hand stretches out of the casket slightly and visitors were once encouraged to give it a shake. The crypt also holds the coffins of the Sheare brothers who were executed by the British—and as was discovered recently drawn and quartered as well—for the Rising of 1798, as well as mathematician William Rowan Hamilton, the many Earls of Kenmare, and supposedly, though others claim him too, the remains of Robert Emmet, the Irish rebel killed by the British in 1803. The crypt is said to have been visited by a young Bram Stoker, inspiring a certain morbid streak that would later serve quite well for the author. Update July 2019: In February 2019, the crypt was broken into and desecrated. The head of the 800-year-old Crusader was stolen, the nun’s body was decapitated, and another body was turned over. An Garda Síochána detained and questioned a man in relation to the desecration and theft. The head and other bones were recovered and sent to the National Museum of Ireland for safekeeping as they had sustained water damage during the commission of the crime. After undergoing special conservation at the National Museum Ireland, the skull has been returned and St. Michan’s will be open for tours again.  As of July 2017, you can no longer touch any of the mummies."
18,Skellig Michael,"Kerry, Ireland",Perfectly preserved ancient monastery in an impossibly dramatic location on a rocky island in the Atlantic.,https://www.atlasobscura.com/places/skellig-michael,"“An incredible, impossible, mad place. I tell you the thing does not belong to any world that you and I have lived and worked in; it is part of our dream world.” – George Bernard Shaw Skellig Michael is a remote, precipitous, rocky island situated eight miles from the coast of County Kerry, Ireland. It is the larger of two jagged islands that jut out from the swell of the Atlantic Ocean and thrust 230 meters straight up. Legends tell of the importance of the islands in prehistoric, pagan times, but the known history of Skellig Michael begins when a monastery was founded near the summit in the middle of the 7th century. Consisting of distinctive ‘beehive’ stone huts clustered around an oratory and a tiny vegetable garden, this was truly a place of solitude for the few monks who lived here, only accessible by climbing 600 stone steps up the cliff. Perched on the higher, southern peak of the island is another oratory, intended for a single monk seeking true isolation amongst the cathedral-like rocky spires. The monastic peace was shattered in the 9th century when a number of Viking raids threatened the very existence of this tiny community. But despite this, the monastery survived up until the 12th century when the monks abandoned the island and moved to the mainland. The monastery itself is remarkably well preserved, with daily boatloads of visitors from the mainland making the precarious leap to the small harbor at the bottom of the cliff. The extreme inaccessibility and remote location of these buildings have meant that just a trickle of tourists have visited the site, thus minimizing the erosion of the paved steps and terraces. The smaller of the two islands, Little Skellig, is no less dramatic. Situated a little closer to the shore, the island is Ireland’s largest Gannet colony, with over 20,000 breeding pairs. Skellig Michael is also home to a variety of species such as puffins, gannets, razorbills, and grey seals. The island, once relatively little known, was thrust into fame when the precarious steps, cliffs and beehive houses at the top were used as the setting for Luke Skywalker’s isolated hideaway at the end of Star Wars Episode VII: The Force Awakens and, again in Star Wars: The Last Jedi. The island can expect a steady stream of Jedi carrying lightsabers up the winding path.  Landing trips to the island operate between mid-May and early October, weather permitting. Fifteen boats are licensed to carry 12 passengers each so numbers are extremely limited. Contact details are published by the Office of Public Works. It's a mildly challenging walk up the 618 steps to the monastery at the top of the island so be prepared with grippy shoes, layered clothing, waterproofs for the boat, water, and food. Also, there are no toilets on the island. There are also eco-tours that take visitors on a water-based adventure without leaving the boat, getting up close to Skellig Michael to observe local wildlife. Star Wars has now massively increased interest in the island so it's advised to book months in advance. Or, failing that, make contact with a local accommodation provider who may have connections with one of the boatmen."
19,Dunmore Cave,"Kilkenny, Ireland","This Irish show cave is said to have been the site of a Viking massacre that claimed 1,000 lives.",https://www.atlasobscura.com/places/dunmore-cave,"For centuries the relatively small Dunmore Cave has been fascinating writers, archeologists and explorers, and while it’s open to visitors today as a lovely bit of geology, it is possibly most famed as the site of a Viking massacre. The limestone cave, located in County Kilkenny, has been known to modern archeologists since the mid-1800s when the first serious expedition into the depths of the cave was undertaken, however the site was known for centuries prior. The first mention of the cavern is in a 9th century Irish triad poem where it is mentioned as one of the “darkest places in Ireland.” The next mention of the cave is the most sensational, however, where the cave gets named in a 17th century manuscript as the site of a Viking battle that took place in 928 CE that racked up 1,000 casualties. While pieces of gold and silver have famously been found in the depths of the cave, researchers have also found a number of human remains that give some credence to the tale of a massacre (although certainly not enough to prove 1,000 people were killed there). Since the 1960s the cave has been open as a show cave for visitors to explore. A small amount of safety infrastructure was installed including a roof over the cave mouth to prevent debris from raining down as people enter. However there has been no talk of what’s being done about the souls of the restless nords lingering in the air."
20,Irish Sky Garden,"Skibbereen, Ireland","This floating garden in the sky is straight out of a fairy tale, but the real thing is nothing short of magical.",https://www.atlasobscura.com/places/irish-sky-garden,"The Irish Sky Garden’s name describes what to expect fairly well, but seeing this patch of nature suspended in the air, juxtaposed against the clear blue sky, is far more whimsical and mesmerizing than visitors expect. Designed by American James Turrell, this magical knoll is the perfect symbol for the Emerald Isle, and it’s an unparalleled piece of public art. Turrell is famed for his large-scale experimentations with light and space, challenging the viewer to engage with the boundaries and wonder of human perception. The Sky Garden is set against the natural landscape of the Celtic Liss Ard, or “High Fort,” an ancient structure half reclaimed by nature which lends its own fairytale whimsy to the location. So even though the sky garden is a contemporary piece of art with a strikingly postmodern shape and aesthetic, it is the perfect complement to a place that is already a bridge between two worlds. Shaped like a bowl, the structure features a central stone plinth reminiscent of ancient Celtic and Egyptian altars. The altar rises up at an angle, and features two stone footrests on each end to allow the viewer to lie down facing up and out toward the edge of the crater above. All that is visible from this vantage point is the green grass and sky, creating a uniquely serene experience that invokes past rituals and ancient rites. According to Turrell, “the most important thing is that inside turns into outside and the other way around, in the sense that relationships between the Irish landscape and sky changes.” If you have ever struggled to empty your mind during meditation, a moment alone in the Sky Garden may be the closest you’ll come to achieving optical and aural harmony."
21,The Glen,"Sligo, Ireland",A tiny microvalley etched into the side of Knocknarea Mountain hides another world.,https://www.atlasobscura.com/places/ireland-glen-knocknerea,"There are arboretums, and then there are herb gardens. There are mountains, and then there are hills. And in Ireland, there are glens, and then there is The Glen. If a glen is a small valley, then The Glen is something else. One might coin the term “microvalley” just to describe this place. Walking through the rusty iron gate that leads you out of the wind and into the tranquility of The Glen, with its lush and dewy silence – every experience you’ve ever described as being “as if in a fairy tale” will be replaced by this. Nestled between sheer rock walls reaching heights of 60 feet, rare visitors to this enchanted glen are overwhelmed by vibrant hues of slate and green, surrounded by hanging vines and ivy-covered stone, ancient trees and mossy rock. And how fitting that this secret gully be etched into the side of Knocknarea Mountain – a place with fairy tales all its own. Knocknarea is a popular hiking destination filled with Irish lore. It’s topped with a massive pile of stones known as Queen Maeve’s Tomb – supposedly the final resting place of the mythical Queen Maeve. Hikers frequently visit the site to pay homage and take in the countryside. Yet even with that, The Glen is largely unknown and little-visited. The Glen is a geological oddity lacking a commonplace explanation, but it seems likely that the deep crevasse was carved out by a particularly ill-tempered glacier eons ago. Visitors will have to know where to look along the road to Knocknarea Mountain, where just past an old well and nearly eclipsed by overgrown flora, a simple but intriguing gate marks the entrance to another world – Queen Maeve’s own secret garden.  Travel along Glen Road on the southern slope of Knocknarea Mountain, past the turn-off for the Queen Maeve's Grave parking lot. About a half-mile down, on the right-hand side of the road, you'll see an old well (easily missed) surrounded by a low, circular white/gray wall. Roughly opposite the well is an overgrown and barely visible steel gate. That is the entrance. Wellies or muck-proof shoes are recommended as the path into and through the valley can be extremely muddy.  Be aware this is on private land (though it is not posted as such) and the owner is not okay with trespassers."
